name;description;price;categories;quantity;image1;image2;source_url;color;material;;;;;
Satoro SL Merino Wool Crew Neck LS Women's;Satoro SL Merino Wool Crew Neck LS Women's;486;Clothing>Women;5;images\satoro-sl-merino-wool-crew-neck-ls-womens-1.jpg;images\satoro-sl-merino-wool-crew-neck-ls-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/satoro-sl-merino-wool-crew-neck-ls-9046;Black;Nylon;;;;;
Satoro SL Merino Wool Crew Neck SS Women's;Satoro SL Merino Wool Crew Neck SS Women's;405;Clothing>Women;5;images\satoro-sl-merino-wool-crew-neck-ss-womens-1.jpg;images\satoro-sl-merino-wool-crew-neck-ss-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/satoro-sl-merino-wool-crew-neck-ss-9045;Black;Nylon;;;;;
Saydi Hoody Women's;Saydi Hoody Women's;1823;Clothing>Women;5;images\saydi-hoody-womens-1.jpg;images\saydi-hoody-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/saydi-hoody-9848;;GORE-TEX;;;;;
Sentinel Bib Pant Women's;Sentinel Bib Pant Women's;2835;Clothing>Women;5;images\sentinel-bib-pant-womens-1.jpg;images\sentinel-bib-pant-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/sentinel-bib-pant-9106;Red;GORE-TEX;;;;;
Sentinel Insulated Anorak Women's;Sentinel Insulated Anorak Women's;3443;Clothing>Women;5;images\sentinel-insulated-anorak-womens-1.jpg;images\sentinel-insulated-anorak-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/sentinel-insulated-anorak-0540;Black;GORE-TEX;;;;;
Sentinel Insulated Jacket Women's;Sentinel Insulated Jacket Women's;3443;Clothing>Women;5;images\sentinel-insulated-jacket-womens-1.jpg;images\sentinel-insulated-jacket-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/sentinel-insulated-jacket-0538;Red;GORE-TEX;;;;;
Sentinel Insulated Pant Women's;Sentinel Insulated Pant Women's;2633;Clothing>Women;5;images\sentinel-insulated-pant-womens-1.jpg;images\sentinel-insulated-pant-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/sentinel-insulated-pant-9107;Red;GORE-TEX;;;;;
Sentinel Jacket Women's;Sentinel Jacket Women's;3038;Clothing>Women;5;images\sentinel-jacket-womens-1.jpg;images\sentinel-jacket-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/sentinel-jacket-0539;Black;GORE-TEX;;;;;
Sentinel Pant Women's;Sentinel Pant Women's;2430;Clothing>Women;5;images\sentinel-pant-womens-1.jpg;images\sentinel-pant-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/sentinel-pant-8896;Black;GORE-TEX;;;;;
Silene Crew Shirt SS Women's;Silene Crew Shirt SS Women's;365;Clothing>Women;5;images\silene-crew-shirt-ss-womens-1.jpg;images\silene-crew-shirt-ss-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/silene-crew-shirt-ss;Red;;;;;;
Silene Tank Women's;Silene Tank Women's;324;Clothing>Women;5;images\silene-tank-womens-1.jpg;images\silene-tank-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/silene-tank;Red;;;;;;
Sima Shirt SS Women's;Sima Shirt SS Women's;405;Clothing>Women;5;images\sima-shirt-ss-womens-1.jpg;images\sima-shirt-ss-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/sima-shirt-ss-9498;Black;Polyester;;;;;
Ski Guide Bib Pant Women's;Ski Guide Bib Pant Women's;3443;Clothing>Women;5;images\ski-guide-bib-pant-womens-1.jpg;images\ski-guide-bib-pant-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/ski-guide-bib-pant-9232;Black;GORE-TEX;;;;;
Ski Guide Jacket Women's;Ski Guide Jacket Women's;4050;Clothing>Women;5;images\ski-guide-jacket-womens-1.jpg;images\ski-guide-jacket-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/ski-guide-jacket-9168;Red;GORE-TEX;;;;;
Ski Guide Pant Women's;Ski Guide Pant Women's;3240;Clothing>Women;5;images\ski-guide-pant-womens-1.jpg;images\ski-guide-pant-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/ski-guide-pant-9231;Black;GORE-TEX;;;;;
Solano Down Hoody Women's;Solano Down Hoody Women's;2430;Clothing>Women;5;images\solano-down-hoody-womens-1.jpg;images\solano-down-hoody-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/solano-down-hoody-9871;;GORE-TEX;;;;;
Solano Hoody Women's;Solano Hoody Women's;1620;Clothing>Women;5;images\solano-hoody-womens-1.jpg;images\solano-hoody-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/solano-hoody-9652;Black;GORE-TEX;;;;;
Solano Insulated Hoody Women's;Solano Insulated Hoody Women's;1823;Clothing>Women;5;images\solano-insulated-hoody-womens-1.jpg;images\solano-insulated-hoody-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/solano-insulated-hoody-0542;Black;GORE-TEX;;;;;
Solano Jacket Women's;Solano Jacket Women's;1418;Clothing>Women;5;images\solano-jacket-womens-1.jpg;images\solano-jacket-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/solano-jacket-9471;Black;GORE-TEX;;;;;
Sonii MX Jacket Women's;Sonii MX Jacket Women's;1620;Clothing>Women;5;images\sonii-mx-jacket-womens-1.jpg;images\sonii-mx-jacket-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/sonii-mx-jacket-0088;Black;;;;;;
Soria Racerback Tank Women's;Soria Racerback Tank Women's;365;Clothing>Women;5;images\soria-racerback-tank-womens-1.jpg;images\soria-racerback-tank-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/soria-racerback-tank-9493;;;;;;;
Soria Tank Women's;Soria Tank Women's;243;Clothing>Women;5;images\soria-tank-womens-1.jpg;images\soria-tank-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/soria-tank;Red;Nylon;;;;;
Sylan GTX Shoe Women's;Sylan GTX Shoe Women's;932;Footwear>Women;5;images\sylan-gtx-shoe-womens-1.jpg;images\sylan-gtx-shoe-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/sylan-gtx-shoe-9605;Red;GORE-TEX;;;;;
Sylan Pro Shoe Women's;Sylan Pro Shoe Women's;810;Footwear>Women;5;images\sylan-pro-shoe-womens-1.jpg;images\sylan-pro-shoe-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/sylan-pro-shoe-0076;Red;;;;;;
Taema Crew Neck Shirt LS Women's;Taema Crew Neck Shirt LS Women's;324;Clothing>Women;5;images\taema-crew-neck-shirt-ls-womens-1.jpg;images\taema-crew-neck-shirt-ls-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/taema-crew-neck-shirt-ls;Red;;;;;;
Taema Crew Neck Shirt SS Women's;Taema Crew Neck Shirt SS Women's;284;Clothing>Women;5;images\taema-crew-neck-shirt-ss-womens-1.jpg;images\taema-crew-neck-shirt-ss-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/taema-crew-neck-shirt-ss-7309;Red;;;;;;
Taema Crop T-Shirt Women's;Taema Crop T-Shirt Women's;284;Clothing>Women;5;images\taema-crop-t-shirt-womens-1.jpg;images\taema-crop-t-shirt-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/taema-crop-t-shirt;Black;Polyester;;;;;
Taema Crop Topo Shirt SS Women's;Taema Crop Topo Shirt SS Women's;284;Clothing>Women;5;images\taema-crop-topo-shirt-ss-womens-1.jpg;images\taema-crop-topo-shirt-ss-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/taema-crop-topo-shirt-ss-9494;Black;Polyester;;;;;
Taema Hoody Women's;Taema Hoody Women's;365;Clothing>Women;5;images\taema-hoody-womens-1.jpg;images\taema-hoody-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/taema-hoody;Black;;;;;;
Taema Tank Women's;Taema Tank Women's;243;Clothing>Women;5;images\taema-tank-womens-1.jpg;images\taema-tank-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/taema-tank;Black;;;;;;
Taema Thermal Crew Neck Shirt LS Women's;Taema Thermal Crew Neck Shirt LS Women's;365;Clothing>Women;5;images\taema-thermal-crew-neck-shirt-ls-womens-1.jpg;images\taema-thermal-crew-neck-shirt-ls-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/taema-thermal-crew-neck-shirt-ls-0258;Black;Polyester;;;;;
Taema Thermal Hoody Women's;Taema Thermal Hoody Women's;405;Clothing>Women;5;images\taema-thermal-hoody-womens-1.jpg;images\taema-thermal-hoody-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/taema-thermal-hoody-0257;Black;Polyester;;;;;
Thorium Hoody Women's;Thorium Hoody Women's;2025;Clothing>Women;5;images\thorium-hoody-womens-1.jpg;images\thorium-hoody-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/thorium-hoody-0544;Black;Nylon;;;;;
Thorium Jacket Women's;Thorium Jacket Women's;1823;Clothing>Women;5;images\thorium-jacket-womens-1.jpg;images\thorium-jacket-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/thorium-jacket-0546;Red;Nylon;;;;;
Thorium Vest Women's;Thorium Vest Women's;1418;Clothing>Women;5;images\thorium-vest-womens-1.jpg;images\thorium-vest-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/thorium-vest-0547;Red;Nylon;;;;;
Thorium XLong Parka Women's;Thorium XLong Parka Women's;2835;Clothing>Women;5;images\thorium-xlong-parka-womens-1.jpg;images\thorium-xlong-parka-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/thorium-xlong-parka-0548;;Nylon;;;;;
Vertex Alpine GTX Shoe Women's;Vertex Alpine GTX Shoe Women's;1013;Footwear>Women;5;images\vertex-alpine-gtx-shoe-womens-1.jpg;images\vertex-alpine-gtx-shoe-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/vertex-alpine-gtx-shoe-9603;Black;GORE-TEX;;;;;
Vertex Alpine Shoe Women's;Vertex Alpine Shoe Women's;932;Footwear>Women;5;images\vertex-alpine-shoe-womens-1.jpg;images\vertex-alpine-shoe-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/vertex-alpine-shoe;Red;;;;;;
Vertex Speed Low Shoe Women's;Vertex Speed Low Shoe Women's;729;Footwear>Women;5;images\vertex-speed-low-shoe-womens-1.jpg;images\vertex-speed-low-shoe-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/vertex-speed-low-shoe-9716;;Down;;;;;
Vertex Speed Shoe Women's;Vertex Speed Shoe Women's;770;Footwear>Women;5;images\vertex-speed-shoe-womens-1.jpg;images\vertex-speed-shoe-womens-2.jpg;https://arcteryx.com/us/en/shop/womens/vertex-speed-shoe-9619;;Down;;;;;
Word Head Toque;Word Head Toque;203;Clothing>Men;5;images\word-head-toque-1.jpg;images\word-head-toque-2.jpg;https://arcteryx.com/us/en/shop/word-head-toque;Red;;;;;;
